"","id_outbreak","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","Disease","Definition","Country","iso2","iso3","unsd_region","unsd_subregion","who_region","DONs"
"66","2025CHNJ121","2025","Influenza and pneumonia","Viral pneumonia, not elsewhere classified","Respiratory syncytial virus pneumonia","J09-J18","J12","J121","Pneumonia due to Respiratory syncytial virus","A disease caused by an infection with respiratory syncytial virus. This disease is characterised by an inflammatory condition of the lung commonly affecting the alveoli (pneumonia), leading to coughing, sneezing, fever, or wheezing. This disease may be severe in premature babies and those with concurrent disease or immunosuppression. Transmission is by direct contact, droplet transmission, or indirect contact with infected respiratory secretions. Confirmation is by identification of respiratory syncytial virus, commonly through antigen detection or cell culture.","China","CN","CHN","Asia","Eastern Asia","Western Pacific Region","DON2900"
"67","2025CHNJ123","2025","Influenza and pneumonia","Viral pneumonia, not elsewhere classified","Human metapneumovirus pneumonia","J09-J18","J12","J123","Pneumonia due to Human metapneumovirus","A disease of the pulmonary system, caused by an infection with Human metapneumovirus. This disease is characterised by fever, myalgia, rhinorrhoea, dyspnoea, tachypnoea, or wheezing. This disease also presents with symptoms of pneumonia. Transmission is by direct or indirect contact, inhalation of infected respiratory sections, or through fomites. Confirmation is by identification of Human metapneumovirus in a nasopharyngeal, nose, or throat swab or blood sample.","China","CN","CHN","Asia","Eastern Asia","Western Pacific Region","DON2900"
"68","2025CHNJ206","2025","Other acute lower respiratory infections","Acute bronchitis","Acute bronchitis due to rhinovirus","J20-J22","J20","J206","Acute bronchitis due to Rhinovirus","A disease of the pulmonary system, caused by an infection with rhinovirus. This disease is characterised by cough, with or without production of sputum. Transmission is by inhalation of infected respiratory secretions, or direct contact.","China","CN","CHN","Asia","Eastern Asia","Western Pacific Region","DON2900"
"69","2025CHNU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","China","CN","CHN","Asia","Eastern Asia","Western Pacific Region","Coronavirus dashboard"
"70","2025CIVA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Côte d'Ivoire","CI","CIV","Africa","Sub-Saharan Africa","African Region","DON2928"
"71","2025CIVJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Côte d'Ivoire","CI","CIV","Africa","Sub-Saharan Africa","African Region","DON2938"
"72","2025CIVU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Côte d'Ivoire","CI","CIV","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"73","2025CMRJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Cameroon","CM","CMR","Africa","Sub-Saharan Africa","African Region","DON2938"
"74","2025CMRU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Cameroon","CM","CMR","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"75","2025CODA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Congo Democratic Republic of the","CD","COD","Africa","Sub-Saharan Africa","African Region","DON2928"
"76","2025CODA984","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other viral haemorrhagic fevers, not elsewhere classified","Ebola virus disease","A92-A99","A98","A984","Ebola disease","A severe disease with high case fatality caused by infection with Ebola virus or a closely related virus. Ebola disease is typically characterised by acute onset of fever with non-specific symptoms/signs (e.g., abdominal pain, anorexia, fatigue, malaise, myalgia, sore throat) usually followed several days later by nausea, vomiting, diarrhoea, and occasionally a variable rash. Hiccups may occur. Severe illness may include haemorrhagic manifestations (e.g., bleeding from puncture sites, ecchymoses, petechiae, visceral effusions), encephalopathy, shock/hypotension, multi-organ failure, spontaneous abortion in infected pregnant women. Common laboratory findings include thrombocytopenia, elevated transaminase concentrations, electrolyte abnormalities, and signs of renal dysfunction. Individuals who recover may experience prolonged sequelae (e.g., arthralgia, neurocognitive dysfunction, uveitis sometimes followed by cataract formation), and clinical and subclinical persistent infection may occur in immune-privileged compartments (e.g., CNS, eyes, testes). Person-to-person transmission occurs by direct contact with blood, other bodily fluids, organs, or contaminated surfaces and materials with risk beginning at the onset of clinical signs and increasing with disease severity. Family members, sexual contacts, healthcare providers, and participants in burial ceremonies with direct contact with the deceased are at particular risk. The incubation period typically is 7–11 days (range ≈2–21 days).","Congo Democratic Republic of the","CD","COD","Africa","Sub-Saharan Africa","African Region","DON2935, DON2929"
"77","2025CODB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Congo Democratic Republic of the","CD","COD","Africa","Sub-Saharan Africa","African Region","DON2936"
"78","2025CODU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Congo Democratic Republic of the","CD","COD","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"79","2025COGA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Congo","CG","COG","Africa","Sub-Saharan Africa","African Region","DON2928"
"80","2025COGB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Congo","CG","COG","Africa","Sub-Saharan Africa","African Region","DON2936"
"81","2025COKJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Cook Islands","CK","COK","Oceania","Polynesia","Western Pacific Region","DON2938"
"82","2025COLA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Colombia","CO","COL","Americas","Latin America and the Caribbean","Region of the Americas","DON2931"
